#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.7      5949.7196      18.907624      4728.1726      14.855793      8438.7562      83.081041
           -1.6      6106.9456      19.128794      4852.9298      14.675917      8730.3235      83.064503
           -1.5      6274.6981      19.357677      4985.4998      14.882995      8776.9164      82.524539
           -1.4      6416.1907      19.496169      5098.9575      14.964049      8987.0952      88.342608
           -1.3      6581.8456      19.780328      5231.8431      15.204764      9311.7537      83.911708
           -1.2       6672.823      19.786881      5299.2659      15.170335      9303.3283      86.347196
           -1.1      6851.1421      20.074162       5445.375      15.396523       9614.874      85.375643
             -1       6918.929      20.278869      5502.2886      15.599393      9641.8924      87.857949
           -0.9      7019.8975      20.213628      5580.3914       15.57863      9867.3525      86.649534
           -0.8      7120.8916      20.507905      5664.6766      15.802189      9981.6385      84.908058
           -0.7      7141.7405       20.46005      5683.3935      15.724649      10066.572      89.504189
           -0.6      7226.8786       20.55483       5754.256      16.133748      10032.724      87.562061
           -0.5      7336.9536      20.595692        5838.44      15.984496      10310.338      87.708632
           -0.4      7353.7134      20.692411      5852.7098      15.957036      10247.153      88.191273
           -0.3      7416.2498      20.740392      5903.6049      16.015766      10359.433      93.664282
           -0.2      7412.7304      20.901237      5903.2787      16.134774      10148.024      84.254495
           -0.1      7443.1156      20.789761      5925.0158      16.134712      10320.859          88.53
              0       7383.622      20.891853      5871.6088      16.040423      10271.027      87.612882
            0.1      7419.6265      20.871828       5898.897      16.036199      10460.924      89.847992
            0.2       7402.263      20.889039       5890.936      16.224223      10282.972      93.567514
            0.3      7351.9601      20.960346      5852.3471      16.880372      10260.733      89.717227
            0.4      7366.6503      20.667748      5856.1288      16.043146      10358.197      83.718694
            0.5      7267.4659      20.637688      5789.7702      16.018067      10151.493      86.216999
            0.6      7207.6862      20.542489      5731.5926      15.867981      10187.607      87.268515
            0.7      7096.8141      20.376481       5643.583      15.683824      9960.9102      87.225821
            0.8      7007.6039      20.475891      5574.3173      15.679059      9798.7028      86.448472
            0.9      6924.1373      20.215968      5507.1895      15.569497      9635.3461      87.317756
              1      6815.1662        20.3637      5419.1426      15.538039      9557.2631       86.52949
            1.1      6637.5184      19.963087       5277.686      15.259628       9242.674      86.949501
            1.2      6561.7426      19.829001      5215.3787      15.197683      9134.4608      87.592165
            1.3      6442.2263      19.627478      5118.6223      15.228553      9052.8819       88.34769
            1.4      6256.1528      19.355583      4964.6049      14.783543      9002.2055      82.703402
            1.5      6126.0308      19.254592      4864.0067      14.689549       8608.501      87.298639
            1.6      5970.4965       19.10366      4735.1563      14.587841      8537.1838      88.452732
            1.7      5786.0394      18.768318      4589.6791       14.33318      8234.1454      90.153784
            1.8      5612.1427      18.689133      4455.9042      14.258335       8023.523      88.142728
            1.9      5422.3411      18.336288      4307.4651      14.082198      7588.7634      82.495066
              2      5241.6843      18.196425       4157.836      13.789461      7651.3518      82.679653
            2.1      5042.1326      17.712768      3997.3438      13.463535      7192.5058      82.348975
            2.2      4840.7363      17.429814      3836.3227      13.247091      6887.6734      84.478025
            2.3      4665.2349      17.148911      3693.3151      12.985843      6729.6917       79.67862
            2.4      4463.3287      17.144123      3535.5692      13.058525       6407.907      81.006701
            2.5      4238.8105      16.688357        3354.77      12.512622      6341.6466       85.23887
            2.6       4034.234      16.308206      3190.6982      12.282469      5925.2154      78.471897
            2.7      3819.4218      15.861548      3023.6116      12.161982      5618.3708       75.77891
            2.8      3618.8243      15.447889      2861.5956         11.602      5346.2631      78.067305
            2.9       3432.548        15.1623      2710.4157      11.505258      5009.9681      79.376119
              3      3191.2957      14.663247      2517.0521      10.971656         4739.9      75.136501
            3.1      3006.1037       14.37364      2369.3958      10.685311      4488.6532      74.318405
            3.2      2772.5064      13.786411      2187.2296      10.290547      4121.6831      71.469001
            3.3      2550.5888      13.720218      2010.9035      10.178671      3822.1299      73.027202
            3.4      2374.2744      13.065079      1870.9754      9.7286015      3533.8196      68.845432
            3.5       2177.387      12.292779      1712.2166      9.1539603      3306.4222       64.00972
            3.6      1987.2756      11.757574      1560.7745      8.7025389      3025.6837      60.466239
            3.7      1801.7935      11.245213        1413.81      8.3438346      2767.8028      59.202427
            3.8      1616.2046      10.734181      1269.2956      7.9197686      2444.3658      61.390734
            3.9      1446.1737      10.125071      1135.7245      7.5747276      2168.4418      57.200715
              4      1294.4776      9.5637717      1013.4575      7.0937341      2063.8943      51.189057
            4.1      1141.1846      9.0830031      890.72349      6.6502805      1772.7115      54.082282
            4.2      992.62643      8.3746901      774.18615      6.1575205      1635.4879      45.618517
            4.3      862.08682      7.8872276      672.78803      5.7630698      1392.8907      46.869714
            4.4      748.05231      7.3257948      583.96247       5.363439       1203.515      41.874535
            4.5       630.3169      6.7285787      491.71565      4.9485237      1069.2589      36.522167
            4.6      527.10875      6.1561331      411.30321      4.5082065      865.20207      33.280097
            4.7      464.19953       5.732464      361.17535      4.3120208       758.9293      34.521105
            4.8      372.08651      5.1685053      289.02064      3.7803419       595.0434      34.788846
            4.9      304.17648      4.6581569      235.75893      3.3914096      500.88668      27.684687
              5      304.17648      4.6581569      235.75893      3.3914096      500.88668      27.684687
