#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.5      6158.3317       19.13087      4904.4905      14.730732      8463.4559      80.774586
            0.6      6175.9653      19.019675      4915.5565      14.671307      8611.2691      79.635593
            0.7      6147.6149      19.034176      4896.9484      14.702898      8681.9047      80.771208
            0.8      6149.6505      19.050845      4896.4868      14.660572      8494.2369      76.775946
            0.9      6139.1696       19.10123      4886.2614      14.653196      8518.8283      80.981114
              1      6095.8713      19.088348      4853.4533      14.720687      8616.7832       82.73777
            1.1      6078.8373      18.956181      4828.4256      14.551257      8500.5696      80.717187
            1.2      6064.6285      19.243647      4822.7063      14.688788      8448.1902      79.576735
            1.3      5976.2682      18.866864      4747.9505        14.4408       8396.133      83.181887
            1.4      5916.8854      18.776304      4701.6557      14.436733       8397.122      83.248903
            1.5      5866.1205      18.794519      4656.9652      14.362782      8285.5221      86.073256
            1.6      5730.5813      18.732207      4551.1993      14.480167      8088.0444      87.005766
            1.7      5622.5292      18.634632      4461.8767        14.1772      7959.7417      81.419384
            1.8       5523.344      18.325651      4384.5007      13.990927      7920.2332      86.433164
            1.9      5406.9159      18.187646      4286.2615      13.866239      7768.0842      85.335806
              2      5267.0881      18.043459      4176.2294      13.874288       7448.707       90.44134
            2.1      5118.9534      17.739976      4059.1031      13.542126      7375.4951       77.26532
            2.2      4982.8226      17.597535      3950.6393      13.499618      7111.9549      83.733384
            2.3      4856.9236       17.43216      3843.5881      13.188176      7107.6852      80.320939
            2.4       4653.773      17.189263      3688.9315      13.022258      6683.1879      81.238954
            2.5      4486.1418      16.809472      3548.6835       12.69123      6627.8644      84.882256
            2.6      4308.4297      17.019625      3412.3036      13.216169      6255.6872      80.417319
            2.7      4123.3496      16.569274      3261.5818      12.480838      5967.0605      76.990816
            2.8      3981.7758      16.384137      3143.5693      12.284718      5811.3756      81.364043
            2.9      3757.7391      15.574565      2971.2453      11.750776       5377.088      80.376198
              3      3594.2847      15.333988      2836.4137      11.511905      5206.7867      78.441247
            3.1      3412.5768      14.999218      2692.4563      11.233275      5024.1802      76.165732
            3.2      3196.8544      14.508738      2520.9386      10.895506       4696.973      71.474337
            3.3      3013.9249      14.223955      2378.4214      10.630537      4504.7184      65.311993
            3.4      2812.7355      13.910443      2221.0851      10.629269      4130.2798      70.189801
            3.5      2634.2904      13.397601      2075.9386      10.046252       4024.426      72.134071
            3.6      2463.1748      12.908095      1940.6666      9.6122458      3674.5768      67.267311
            3.7      2266.0776      12.447813      1784.9839      9.2788967      3521.3593      61.849311
            3.8      2112.1375      12.045108      1663.9162      8.9338335      3102.2422      63.397326
            3.9      1940.8228      11.565169      1526.8132      8.5951541      2917.7038      63.648708
              4      1772.7974      11.040998      1395.3865      8.1713928      2650.9902      62.818276
            4.1      1628.9752      10.519192      1278.9531      7.8346498      2616.6301      55.733339
            4.2      1468.6315      10.168336      1154.7233      7.5632901      2206.5275      53.697995
            4.3      1336.5384      9.6934192      1049.1688      7.2176605      2080.2717      55.879112
            4.4      1199.4912      9.1485109      940.80675      6.7544771       1739.892      50.761943
            4.5      1084.5556      8.7031472      850.49541      6.5254114      1724.5427      47.503631
            4.6      970.94293      8.3148518      760.43148      6.1446015      1520.9298      43.428733
            4.7      857.22346      7.7896846      672.41104      5.7444775      1332.3652      45.977413
            4.8       763.4507      7.2782844      596.47159      5.3677206       1245.004      41.381344
            4.9      677.84143      6.8608912      530.31281      5.0692053      1001.1184      36.145406
              5      677.84143      6.8608912      530.31281      5.0692053      1001.1184      36.145406
