#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.2      23000.594      37.184638      18323.349      28.525494      32407.955       166.8124
           -0.1      24628.419      38.685172      19700.173      29.641478      34805.228       172.7537
              0      24530.367      38.393563      19629.756      29.602907      34310.567      170.99413
            0.1      23037.471      37.164138      18339.209      28.299126      32525.652       167.1269
            0.2      20800.514      35.430903       16508.83      27.139647      29564.514      160.41792
            0.3      18585.393      33.462792      14702.611      25.381827      26943.205      156.48496
            0.4      16471.522      31.655603      13006.625      24.082871      23911.524      153.31537
            0.5       14392.36      29.621633      11360.463      22.388156       20922.52      137.13655
            0.6       12580.81      27.985909      9917.2236      21.139046      18377.748      133.58908
            0.7      10926.592      25.821002       8607.005      19.529302      16040.147      127.50393
            0.8      9395.7735      24.011381      7394.9513      18.182396      13895.795      118.66107
            0.9      8025.9797      22.229996      6323.1613      16.783091      11626.766      110.07687
              1      6887.5519      20.500034      5426.3432      15.644893      9961.0824      102.68874
            1.1      5842.1586      19.244675      4607.2239      14.603924      8506.9649      92.644629
            1.2      4979.2003      17.515938      3928.4292      13.333309      7330.8098       84.62273
            1.3       4246.191      16.341503      3353.4491      12.396519      6169.5184      83.351131
            1.4      3623.0261      14.920374      2865.0921       11.35376      5289.6421      73.673702
            1.5      3115.2091      13.863328      2465.7875      10.612008      4390.0422      66.161553
            1.6      2677.2715      12.973055       2122.753      9.9286811      3956.1165      64.121721
            1.7      2297.3167      11.799892      1824.7535      9.1326217      3237.8597      51.960624
            1.8      1974.1656      10.965795      1570.1753      8.4726815      2815.6741      46.183919
            1.9      1708.1897      10.240256      1359.8068      7.8914091      2429.3045      46.284597
              2      1494.7311      9.5171839      1191.7036      7.3671224      2127.4329      44.903847
            2.1      1309.4867      8.8342039       1045.578      6.8822841      1891.9301       42.42635
            2.2      1145.8425       8.301405      916.41916      6.4770355      1612.6692      32.692755
            2.3      1006.1449      7.8755891      808.46274      6.5329855      1410.4547       26.57577
            2.4      885.90106      7.2557663       710.2975      5.6611697      1237.8281      28.108994
            2.5      795.78113      7.4221887      643.52577       7.628582      1088.6388       26.32483
            2.6       711.1516      6.6556254      571.80786      5.2155084      975.23469      26.048888
            2.7      623.26596      6.1002332      501.95383      4.7936854      860.54399      23.865318
            2.8      558.98312      5.7043593      449.97259       4.493839      760.44783      22.436085
            2.9      492.77331       5.323288      396.88237      4.2051785       680.4242      17.577975
              3      442.09383      5.1566852      356.55701      4.0807844      583.66888      18.766202
            3.1      393.91552      4.8081182      318.76302      3.8141735      530.22577       15.81582
            3.2      347.05715      4.5526705      280.44825      3.5972265      452.02591      10.810987
            3.3       310.3339      6.5039225      250.61794      4.9852653      407.23773      11.607384
            3.4      273.39946      3.9632196      221.36306      3.1724197      379.68539      15.126183
            3.5      242.40845      3.7622238      196.23251      2.9896394       313.5726      6.7110583
            3.6      219.93027      3.6764467       177.1318      2.8968705      286.58048      7.1283664
            3.7      187.18439      3.3530889      151.11691      2.6389755      251.12794      7.6311013
            3.8      165.55755      3.0642515      134.14601      2.4420089      207.87411      5.1942582
            3.9      150.21464      2.9798523      121.94212      2.3907615      201.37993      7.2716799
              4       126.9225      2.7236702      103.07031      2.1798433      169.01003      8.1986045
            4.1      112.81983      2.6460503       91.10344      2.0869734      142.90509      3.6412937
            4.2      97.099285      2.5017527      78.325229      1.9541804      128.57108      5.5500248
            4.3      84.412853        2.37528      68.610458      1.8760146      108.60095      4.9692363
            4.4       70.31388      2.0124812      57.214409         1.6425      85.622218      4.3195758
            4.5       63.71674      2.4063007      52.625498      2.4978111      87.181272      8.4115603
            4.6      54.433592      1.7984582      43.932684      1.4469148        69.4691       2.490774
            4.7      47.993671      1.6921619      38.269499      1.2948927      61.517305      2.5462911
            4.8      38.528949      1.5080389      30.988833      1.1910443      51.197716      2.6348841
            4.9      36.181059      1.5277262      28.692496       1.178895      56.381394      9.3580594
              5      36.181059      1.5277262      28.692496       1.178895      56.381394      9.3580594
