#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
            3.3      5758.8359      66.942759      4763.9054       55.59102      8520.0635      229.82154
            3.4      5369.8666      72.488555      4439.6589      60.779389      7829.4435      206.21711
            3.5      4744.1758      59.065271      3917.5935      49.268759      7134.5947      192.48967
            3.6      4363.5967      60.513645      3600.3384      50.006776      6632.0462      191.81259
            3.7      3681.9707      60.871222      3035.3423      49.603778      5418.4848      192.86028
            3.8      3073.1354      48.318101      2528.3219       39.53753      4663.9981      147.04553
            3.9      2585.2435      47.737458      2130.6215       39.72518      3730.2482      155.62438
              4      1995.1347      40.006364      1632.8701      31.884037      3106.4536      173.01297
            4.1       1549.232      42.693804      1271.9805      34.671436       2378.227      131.54224
            4.2      1081.1049      36.758846      883.16646      30.648127      1719.4102       115.7467
            4.3       837.9263      35.872592      676.46407      28.500342      1439.5568      110.85979
            4.4      491.81065      33.119483       399.1568      27.640043      762.01448      64.059502
            4.5      263.51447      14.174843      210.71483      11.165698       431.4267      45.255854
            4.6      141.81666      12.066984      114.00176      9.5187912      224.27018      28.023801
            4.7      56.317305      5.9957597      44.684363      4.6786122      100.76838      25.785338
            4.8      27.506911      5.7970817       22.15165      4.6476882      39.009112      8.7543077
            4.9      6.0237934      2.3713929      4.2970838      1.4628331       34.13057      24.935912
              5      6.0237934      2.3713929      4.2970838      1.4628331       34.13057      24.935912
