#          y_em        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.4      9713.6989      24.861584      8151.6822      21.757423      13765.669      65.068689
           -1.3      9721.5885      24.549602       8158.499       21.41235      13807.989      65.354529
           -1.2      9744.7796      24.559634      8180.5985      21.421053      13767.864      66.184415
           -1.1      9783.7091      24.990081      8220.2912      21.884814      13735.259      64.876827
             -1      9793.5784      24.742816      8225.8821      21.652683      13970.561      67.414241
           -0.9      9795.9544      24.937768      8235.4105      21.888985      13830.701      65.656535
           -0.8      9807.3984      25.399193      8242.2929      22.324809      13823.646      65.944416
           -0.7      9819.0412      25.939419      8258.7368      22.917056      13912.393      66.685449
           -0.6      9821.3251      26.038692      8266.4575      23.047067      13770.849      65.921676
           -0.5      9767.7769      25.066125      8218.2577      22.155202       13749.86      64.614245
           -0.4      9768.6538      25.165516      8217.9002      22.176277      13703.425      63.858007
           -0.3      9801.3123      25.757217      8248.0186       22.64407      13813.021      66.718795
           -0.2      9753.9849      24.951811      8203.2939      21.847832      13794.277      67.316134
           -0.1      9755.1293        24.6671      8208.6825       21.67319      13667.364      64.444582
              0      9739.8213      25.605177      8193.9021      22.507654      13758.496      65.931396
            0.1      9717.9122      24.721465      8176.3884      21.839109       13728.88      65.896176
            0.2      9741.7252      24.837149      8195.7612      21.800609      13764.509      66.320139
            0.3      9753.1745      24.601199      8202.6218      21.568559      13778.584      64.793456
            0.4      9762.4872      25.416277      8208.8058      22.506394      13752.541      64.958685
            0.5      9776.9777       25.31764      8223.0593      22.278061       13763.45      65.587368
            0.6       9795.177      25.700774      8236.2881      22.634275      13841.349      66.692599
            0.7      9790.4035      25.046302      8230.9098      22.089172      13835.359      66.487935
            0.8      9831.2299      25.734216      8263.5642      22.548255      13894.428      66.772168
            0.9      9799.1214      24.901929      8235.7754      21.950205      13833.237      65.436858
              1      9820.7315      25.352757      8247.5572      22.273501      13967.946      66.950558
            1.1      9772.1192      24.855861      8204.8184      21.828356      13844.649       66.40839
            1.2      9727.3563      24.898247      8167.6457       21.90034      13830.606      67.505355
            1.3      9764.8662      24.793022      8188.6883      21.651314       13964.04      67.386482
            1.4      9690.3745      24.822166      8129.4309      21.816475       13715.72      65.753284
            1.5      9602.3899      24.370992      8053.4139      21.300357      13572.938      66.332353
            1.6      9554.3298      24.203703      8004.6379      21.075641      13599.987      67.086032
            1.7      9425.8187      23.851433      7894.2917      20.944237      13500.034      67.169625
            1.8      9299.6237       23.60657       7783.827      20.706192      13315.924      65.478622
            1.9      9138.3605      23.115774      7643.7365      20.189546      13111.703      66.609595
              2      8976.5663      23.318951      7502.4455      20.200102      12897.557      66.333334
            2.1        8786.86       22.99018      7340.3556      19.927878      12627.962       65.31459
            2.2      8593.3801      22.447553      7172.6903      19.636103      12409.935      63.459478
            2.3      8310.1773      22.325648      6938.3591      19.424654      12039.365      65.238301
            2.4      7967.6178      21.446319      6639.8706      18.481788       11472.26      61.401278
            2.5      7635.0756      21.025222      6358.8419      18.100177      11124.877      62.039368
            2.6      7286.8474      21.005911      6064.4709      18.044533      10542.022      60.417613
            2.7      6903.3825      20.119569       5740.011      17.258058      10079.694      59.759672
            2.8      6524.0848      20.262832      5425.9751      17.582669      9485.2448      57.345185
            2.9      6092.1908      19.151057      5062.0987      16.556206      8992.4244      57.025273
              3      5623.0571      18.560296       4666.947      15.961296      8255.8941       55.18674
            3.1      5159.7416      17.667957      4276.5546      15.235562      7631.8428      52.473293
            3.2       4728.007      17.652764      3918.1137      15.327072      6945.6637      50.469703
            3.3      4226.0039      16.484011      3495.3972       14.08229      6296.9207      48.702815
            3.4      3775.4367      15.514419      3122.1949      13.321714      5621.7561      45.398316
            3.5      3341.3735      15.046335      2759.7217      12.841958      4966.7304      43.202462
            3.6      2919.7458      13.353092      2408.5232      11.359839      4374.9435      40.982244
            3.7      2523.4848      13.098659      2078.8635      11.181718      3786.5591      38.876889
            3.8       2150.807      11.595416      1770.3391       9.888853      3227.3603      34.991848
            3.9      1845.7037      10.920352      1517.6726       9.348797      2775.0234      31.922503
              4      1543.2642      10.198383        1267.58      8.6398173      2316.4059      30.767733
            4.1      1302.9432      10.533854       1071.755      9.0575754      1956.5002      27.979096
            4.2      1055.9198      7.8835501      867.06101      6.7494864      1558.0587      24.131376
            4.3      868.80258      7.3362166      713.48723      6.2803331      1267.5108      21.558841
            4.4      731.71612      8.2562303      600.01838      7.0823981      1096.6684      21.389697
            4.5      587.54878       6.597482      482.02251      5.7059252      875.80115      18.959206
            4.6      468.64652      6.1265086      384.94072      5.3117053      680.83625      15.689791
            4.7      384.07243      5.2047205        315.445      4.5487655      561.98814      11.938151
            4.8      319.22826      5.9215364      261.93541      5.2402326      490.57396      14.481935
            4.9      253.49057      5.0452803      208.01685      4.5483167      352.42561      10.860442
              5      253.49057      5.0452803      208.01685      4.5483167      352.42561      10.860442
