#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              3      5335.4541       72.19754      4464.3328       61.36833      7609.5753      180.29917
            3.1      5170.4312      88.595774      4342.5611      79.171382      7624.9334        213.188
            3.2      4760.0642      69.596099       3991.681      59.726125      6865.7308       212.6376
            3.3      4528.8688      66.491273      3799.1578      56.662636      6617.2836      175.05642
            3.4      4152.2064      65.872989      3485.1669      56.485077      6011.2202      181.58794
            3.5      3958.1212      66.535972      3309.4927      55.816855      5843.9849      189.66302
            3.6      3785.8107      68.452706      3170.9402      58.611331      5554.1243      181.35102
            3.7      3348.3011      56.579612      2808.0682      47.249474      4914.8113      188.34846
            3.8      3087.0186      66.171175      2589.4719      56.150703      4564.5343      174.43711
            3.9      2808.7794      55.319654      2345.0664      46.544093      4201.7137      171.12287
              4      2571.1923      61.420092      2157.9513      52.266634      3685.7838      158.93693
            4.1      2308.8654      45.835518      1921.9301      38.267264      3646.3434      154.86582
            4.2      2158.1552      49.157968      1794.1921      40.845458       3255.248      155.70351
            4.3      1847.9082      44.438852      1539.1895      37.004373      2671.3428      123.91964
            4.4      1720.4251      58.512614      1434.6111      49.271083       2592.056      148.03975
            4.5      1563.4688      41.076049      1295.0409      34.466461        2495.02      119.73859
            4.6      1271.8914      53.128454      1052.9225      44.118161      1833.5383      99.418535
            4.7      1107.6138      32.712873      916.29509      27.099308      1746.4586      101.50976
            4.8      957.12364      32.727155       786.9375      26.468383      1573.2755      124.89883
            4.9      788.77959      33.599314      651.68623      28.537709      1320.0177       99.97456
              5      788.77959      33.599314      651.68623      28.537709      1320.0177       99.97456
