#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.2      8658.8633      99.491435      7270.0243      88.410972      11672.791       230.8372
           -1.1       8702.798      90.972013      7282.2358      78.629626      11906.679      215.49144
             -1      8704.6699      110.06733      7294.9621      97.071208      11646.736      233.80572
           -0.9      8636.5038       91.08557      7223.3696      80.775302       11635.76      204.31157
           -0.8      8665.6227      91.469752      7250.3953      80.206256      11724.656      204.11218
           -0.7      8796.5784      102.49315      7369.5494      91.928271      11997.364      246.85409
           -0.6      8682.1168      93.226111      7274.7473      82.415804      11629.508      205.73034
           -0.5      8657.5635      96.090555      7255.4203      85.222007      12001.041      251.07001
           -0.4       8638.606      102.64738      7255.2487      91.119277      11465.574      199.86752
           -0.3      8565.1213      87.622921      7169.8186      75.653827      11612.699      213.34368
           -0.2      8545.1731      94.191531      7147.7248      82.620449      11699.937      227.79847
           -0.1      8538.7247      94.708256       7155.038      85.284582      11588.843      200.14508
              0      8590.8519      97.130095      7183.8936      83.856219       11660.43      224.87871
            0.1      8576.6809      91.029584      7177.6169      80.439329      11718.313      235.45576
            0.2      8496.2497      84.954424      7098.5291      73.771274      11619.711      214.20831
            0.3      8685.2375      90.645277      7279.2031      80.054494      11683.981      206.12547
            0.4      8720.6325      88.265411      7294.6334      78.691167      12029.586      221.61639
            0.5      8701.9681      93.281313      7274.4627      81.234083      12047.361      237.54264
            0.6      8710.0864      93.371294      7289.1392      81.878481      11690.476      218.42476
            0.7      8704.8138      110.58262        7310.44      102.73456       11789.55      225.98234
            0.8      8648.3545      89.922273      7221.6786      77.092679      12095.126      233.66778
            0.9      8698.5327      90.978567       7257.528      77.261626      12110.966      233.30066
              1      8686.1332      99.292752      7263.7545      87.747763      12089.016      246.13765
            1.1       8575.224      86.358106       7167.807      75.295748      11892.109      235.64368
            1.2      8549.1512      93.777974       7150.843      81.967635      11709.718      233.75297
            1.3      8796.4285      111.46996       7393.942      100.27473      12207.107      245.68771
            1.4      8546.0741      98.167882      7165.3803      87.101213       11919.03      237.72561
            1.5      8368.1537      94.657727       7018.875      83.286177       11397.84      215.16616
            1.6      8346.0432      99.764124      6990.2872      87.320669      11375.306      224.93679
            1.7      8121.2951      84.565243      6808.4582      74.205493      10976.897      229.12051
            1.8      7926.6091      90.329486      6649.0349      81.737669      10958.146      218.68307
            1.9        8236.03      107.51729      6910.7605      93.311133      11681.878      256.22785
              2      7803.9686      84.927134      6527.6188      72.801228      11040.595      224.05254
            2.1      7643.6379      82.867375      6404.0686      70.228778      10894.775      246.46207
            2.2      7453.7759       88.73695      6243.1742      77.230411      10849.437      257.05902
            2.3      7288.8953      92.825685      6106.8183      80.531671      10409.024      229.86543
            2.4      7205.0477      99.079923       6039.974      86.607218      10221.824      236.10152
            2.5      6925.8279       90.13713      5813.9911      80.331679       9847.689       221.5137
            2.6      6616.2631      77.627971      5544.1737      67.452589      9433.7074      228.63135
            2.7      6499.2109      80.669645      5439.1687      69.273853      9394.3241      220.92203
            2.8      6235.0476       84.59124      5230.4264      73.057077      8881.0003      244.86926
            2.9      6202.4357      90.791751      5217.0571      82.856469      8961.9278      221.70998
              3      5680.3998      76.422133      4754.7245      65.805417      8519.1636      236.66423
            3.1       5416.512      72.095701      4532.3308      61.863142      7887.6072      224.29026
            3.2      5089.6291      68.067604      4262.4758      58.197997      7462.3056      228.11074
            3.3      4977.9231      80.940065      4175.3027      69.305361      7211.6795      218.97357
            3.4      4750.9414       78.67473      3964.7913      66.894461      7003.2577      199.06518
            3.5      4503.9753      67.661327        3770.22      57.002922      6605.6231       220.3992
            3.6       4104.496      70.651288       3429.947      59.403937      6027.6663      193.29045
            3.7      3895.3337      63.973888      3251.3604      54.515124      5918.3782      194.15434
            3.8      3699.8706      71.899214      3087.4106      60.185758      5653.5029      207.56034
            3.9      3450.5525      64.312104      2869.0034      54.511342      5244.8457      163.20478
              4      3149.7035      57.190961      2624.6425      48.346843      4833.8003      184.00186
            4.1      2867.1733      54.176002      2388.0803      45.663504       4334.439      149.32295
            4.2      2615.2012      48.092418      2168.0482      39.489806       4049.377      171.73367
            4.3       2458.102      49.797599      2033.9738      41.686438       4078.879      178.25551
            4.4      2130.5613      48.878162      1762.1611      40.049859      3446.5066      181.39033
            4.5      1993.5639      49.380397      1650.1406       42.29881      3127.7979      148.53325
            4.6      1809.7016      45.632947       1499.465      37.195186       2703.806      140.61023
            4.7      1652.9328      58.047451      1364.2673      47.927492      2757.8808      175.98389
            4.8      1418.1894      34.703539      1166.4773      28.434328      2419.5438      152.06489
            4.9      1218.9491      34.966866      1005.5865      28.843447      1886.5204       96.33531
              5      1218.9491      34.966866      1005.5865      28.843447      1886.5204       96.33531
