#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            3.9      166.74071      7.8479689      134.88816      6.3722498      220.41457      13.151914
              4      135.07748      7.1253462       108.5358      5.7173638      175.48683      9.7888949
            4.1      137.54527      8.4806176      111.00826      6.8291838      187.80269      15.196991
            4.2      115.09551      8.5600563      93.074342      6.7555747       150.1208      13.481079
            4.3      93.818229      7.0578005      74.208807         5.4151      125.46196      10.931815
            4.4      82.090932      5.6307321      65.494508      4.4420306      102.30074      10.245063
            4.5      63.915682      4.5822521      51.348902       3.685112      81.703279      5.9710362
            4.6       61.03621      5.1018517      49.762633      4.2815398      76.534911      6.8608634
            4.7      52.560307       4.762701      42.032493      3.9156258      68.058799      6.1782475
            4.8      55.547827       9.985377      45.986691      8.6714963      68.805447       11.74879
            4.9      27.526782      2.8365695      22.073885      2.2700472      35.302302      3.7895578
              5      27.526782      2.8365695      22.073885      2.2700472      35.302302      3.7895578
