#        eta_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            0.9      8638.5526      86.710585      7208.8972      75.361006      12196.167       238.6168
              1      8716.6959      88.946532      7292.3312      77.447818      11919.424      227.79388
            1.1      8642.7271      93.249229      7229.5307      82.896981      11981.028      246.04992
            1.2      8494.7818       90.24795      7127.1366       79.23143      11614.354      250.91505
            1.3      8439.6473      93.444952      7058.9003      82.052931      11394.087      212.55429
            1.4       8592.836      101.22736      7196.2354      89.634466      11876.978      216.97329
            1.5      8485.2805      102.55764      7095.4153      89.748398      11760.201       243.6583
            1.6      8415.1681       103.9017       7044.539      92.792803      12084.873      267.36973
            1.7      8148.3819      88.262351      6821.6024      77.804442      11807.421        246.697
            1.8      8162.0394      95.287499       6854.632      83.320823      11127.163      245.72331
            1.9      7700.3844      86.909549      6452.3602      77.248572       10974.36      248.17144
              2      7841.8321      84.819009       6559.432      73.179489      11155.687      250.68879
            2.1      7603.9953      84.033925      6374.4506      73.076624      10686.393      248.44877
            2.2      7558.8062       104.0943      6344.3738      91.827729      10487.167      236.45678
            2.3       7233.997      86.318201      6050.8848      74.163777      10456.251      236.61649
            2.4      7207.8873      89.544138      6043.1178      77.278957      10532.757      254.13255
            2.5      6906.7512      83.625582      5787.0288      72.332603      10092.627       256.6203
            2.6      6690.4968      92.587464      5606.7721       84.65595      9847.9637      258.17878
            2.7      6549.2376      90.780543      5501.6034      80.625584      9069.3578       216.3471
            2.8       6205.532      79.288083      5194.3171      69.014879      8849.3071      208.49731
            2.9      6063.2155      85.933833      5082.8366      74.054949       9040.702      234.57923
              3      5748.3494      79.199197      4827.5821      69.876312      8286.5702      198.87995
            3.1      5508.8151      82.317748      4622.2618      72.310226      7651.2562      211.45739
            3.2      5456.6108      91.273656      4566.6943      78.566114      8044.5969      234.47787
            3.3      5035.8454      67.875531       4215.989      58.050421      7369.9479      202.44671
            3.4      4734.6199      72.860342        3971.22      63.910007      6876.2448       206.4327
            3.5       4312.769       65.74695       3615.551      56.511347      6194.1768      179.97615
            3.6      4080.4943      59.673286       3408.346      50.396879      6201.7999      193.41244
            3.7      3967.3065      68.699217      3315.1314      58.015595      5839.7037      187.38249
            3.8      3616.8201      56.980251      3021.6362      47.658593      5366.2515      179.53343
            3.9      3320.5134      59.320457      2771.0477      50.240624      4874.8959      180.08373
              4      3147.5561      63.933198      2624.6197       53.65055      4809.6279      212.44982
            4.1      2894.0428        61.1002       2417.693      52.186557      4609.5519      183.90917
            4.2      2601.3605      51.865925      2161.0528      42.733723      3843.0512      160.84717
            4.3       2370.047      49.705578      1981.9596      41.799135      3449.6211      141.74391
            4.4      2170.2076      56.860103      1803.7542      47.323372      3350.8967      151.98681
            4.5      1909.4915      42.652648       1581.846      35.246169      2850.5299      127.06381
            4.6      1888.1966      56.758504      1568.9713      48.421417      2914.4345      141.59703
            4.7      1637.4261      57.345134      1353.1369      47.498851      2626.0336      152.52513
            4.8      1428.1492       36.69072       1185.643      30.388289      2076.4533        115.756
            4.9      1244.2589       49.50644      1028.2533      41.548449      1913.8915      117.52286
              5      1244.2589       49.50644      1028.2533      41.548449      1913.8915      117.52286
