# left-edge scale-central central-error scale-min min-error scale-max max-error
2.9 3559.1359 5.71014 3004.2926 4.31342 4282.4136 7.86266
3 3400.8481 6.00599 2871.8895 4.52507 4089.7217 8.28902
3.1 3228.1234 5.84004 2727.6046 4.40197 3879.1293 8.05654
3.2 3048.0982 5.27559 2576.6508 3.98871 3660.6423 7.25804
3.3 2870.6766 5.17634 2427.6366 3.91217 3445.7951 7.12428
3.4 2695.0566 5.07304 2279.7982 3.83258 3233.7357 6.98498
3.5 2509.0503 5.25174 2123.8070 3.95466 3008.0840 7.25435
3.6 2324.3129 6.54104 1968.9120 4.90002 2783.8126 9.06912
3.7 2154.1926 6.45623 1825.0391 4.84464 2579.5766 8.93102
3.8 1983.5115 4.69205 1680.0412 3.54743 2376.0699 6.44882
3.9 1806.1458 4.06224 1531.1274 3.07751 2161.1084 5.57793
4 1646.9494 3.96391 1395.4361 2.99971 1972.0030 5.44848
4.1 1485.6921 3.96659 1259.6383 2.99610 1777.3990 5.46110
4.2 1334.0466 3.75728 1130.8974 2.83876 1596.3336 5.17161
4.3 1188.5021 3.33766 1007.2965 2.53059 1422.5921 4.57828
4.4 1052.8004 3.11033 892.54327 2.36159 1259.6823 4.25941
4.5 928.13965 3.04663 786.15047 2.30811 1111.8986 4.18111
4.6 804.65531 2.91378 681.88818 2.20517 963.35596 4.00293
4.7 692.22534 2.63754 587.07201 2.00040 827.88586 3.61522
4.8 602.37003 2.41255 509.95331 1.83265 722.15712 3.30101
4.9 505.71558 2.21849 428.56415 1.68946 605.46876 3.02637
